ID,Site,Latitude_WGS84,Longitude_WGS84,Ecoregion_Level_3,MAP,MAT,Elevation_ft,Cumulative_Precip,Precip_since_monitor,Date_Seeded,Date_Monitored,Treatment,Sand_Category,Clay_Category,Relative_Seed_Mix,Plot,Seeded_Sps_Fx_Grp,Density,Height,Source
6103,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,7,NA,3,15,Invasive
6104,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,16,NA,3,15,Invasive
6111,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,36,NA,2,80,Invasive
6112,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,2,NA,2,65,Invasive
6113,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,NA,2,45,Invasive
6120,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,14,perennial forb legume,2,15,Seeded
6121,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,25,perennial forb legume,2,12,Seeded
6122,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,2,perennial forb,2,10,Seeded
6124,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,14,unknown,2,10,Seeded
6131,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,19,NA,2,5,Invasive
6132,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,NA,2,3,Invasive
6133,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,16,NA,1,160,Invasive
6134,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,warm season grass,1,65,Seeded
6135,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,2,NA,1,45,Invasive
6139,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,25,unknown,1,40,Seeded
6140,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,unknown,1,35,Seeded
6147,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,2,perennial forb legume,1,15,Seeded
6150,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,36,NA,1,14,Invasive
6152,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,7,NA,1,10,Native_Recruited
6153,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,19,perennial forb,1,10,Seeded
6162,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,warm season grass,1,6,Seeded
6163,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,16,NA,1,6,Invasive
6164,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,25,NA,1,6,Invasive
6167,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Warm,22,NA,1,5,Invasive
6173,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,8.5,7/18/2018,11/7/2018,Pits,low,high,Cool,19,NA,1,3,Invasive
7142,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,NA,55,60,Invasive
7147,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,NA,20,40,Invasive
7148,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,NA,20,40,Invasive
7150,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,cool season grass,18,80,Seeded
7151,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,unknown,17,40,Seeded
7152,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,cool season grass,13,70,Seeded
7153,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,36,NA,12,40,Invasive
7156,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,NA,11,40,Invasive
7160,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,cool season grass,10,50,Seeded
7161,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,NA,10,30,Invasive
7164,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,cool season grass,9,70,Seeded
7166,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,7,NA,9,30,Invasive
7168,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,7,unknown,8,30,Seeded
7170,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,cool season grass,6,60,Seeded
7171,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,36,unknown,6,25,Seeded
7172,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,NA,6,20,Invasive
7174,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,NA,6,5,Invasive
7175,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,cool season grass,5,40,Seeded
7176,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,NA,5,40,Invasive
7177,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,perennial forb,5,10,Seeded
7180,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,perennial forb legume,5,5,Seeded
7186,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,unknown,4,20,Seeded
7192,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,unknown,3,45,Seeded
7197,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,perennial forb,3,15,Seeded
7198,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,NA,3,15,Invasive
7199,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,perennial forb,3,12,Seeded
7200,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,warm season grass,3,10,Seeded
7205,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,36,NA,2,80,Invasive
7206,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,NA,2,70,Invasive
7210,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,NA,2,20,Native_Recruited
7214,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,NA,2,15,Invasive
7215,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,NA,2,15,Invasive
7217,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,14,perennial forb legume,2,10,Seeded
7218,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,perennial forb legume,2,10,Seeded
7224,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,7,NA,2,10,Invasive
7229,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,NA,1,160,Invasive
7230,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,warm season grass,1,65,Seeded
7233,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,NA,1,40,Invasive
7234,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,NA,1,40,Invasive
7235,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,36,NA,1,40,Invasive
7238,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,unknown,1,30,Seeded
7242,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,unknown,1,23,Seeded
7248,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,warm season grass,1,15,Seeded
7251,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,25,NA,1,15,Invasive
7254,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,7,NA,1,10,Native_Recruited
7255,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,2,perennial forb legume,1,10,Seeded
7260,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,NA,1,10,Invasive
7265,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,NA,1,5,Invasive
7272,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,7,NA,1,3,Invasive
7273,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Cool,19,NA,1,3,Invasive
7274,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,22,NA,1,3,Invasive
7279,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,188.9659987,0,7/18/2018,11/21/2018,Pits,low,high,Warm,16,NA,1,2,Invasive
7820,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,cool season grass,20,20,Seeded
7821,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,14,unknown,16,40,Seeded
7822,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,14,cool season grass,13,60,Seeded
7823,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,cool season grass,10,50,Seeded
7824,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,cool season grass,9,40,Seeded
7825,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,7,unknown,8,40,Seeded
7827,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,NA,8,10,Invasive
7831,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,cool season grass,6,40,Seeded
7832,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,36,unknown,6,30,Seeded
7833,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,cool season grass,5,45,Seeded
7834,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,perennial forb,5,10,Seeded
7840,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,unknown,4,15,Seeded
7846,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,16,unknown,3,30,Seeded
7847,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,warm season grass,3,20,Seeded
7848,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,unknown,3,20,Seeded
7850,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,16,unknown,3,15,Seeded
7851,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,perennial forb,3,10,Seeded
7852,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,14,perennial forb,3,10,Seeded
7856,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,perennial forb legume,3,7,Seeded
7864,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,cool season grass,2,25,Seeded
7866,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,unknown,2,20,Seeded
7867,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,NA,2,15,Native_Recruited
7869,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,7,unknown,2,10,Seeded
7871,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,perennial forb legume,2,5,Seeded
7876,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,warm season grass,1,65,Seeded
7877,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,NA,1,60,Invasive
7879,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,36,NA,1,40,Invasive
7881,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,unknown,1,30,Seeded
7882,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,unknown,1,30,Seeded
7889,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,unknown,1,15,Seeded
7890,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,NA,1,15,Invasive
7892,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,22,warm season grass,1,10,Seeded
7893,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,7,NA,1,10,Native_Recruited
7894,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,14,perennial forb legume,1,10,Seeded
7898,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,2,perennial forb legume,1,5,Seeded
7900,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,19,perennial forb,1,5,Seeded
7901,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Cool,25,perennial forb,1,5,Seeded
7908,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,7,NA,1,5,Invasive
7909,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,16,NA,1,5,Invasive
7912,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,203.049999,58.8589983,7/18/2018,12/7/2018,Pits,low,high,Warm,36,NA,1,2,Invasive
11508,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,16,NA,400,10,Invasive
11509,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,14,NA,300,5,Invasive
11510,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,19,NA,300,5,Invasive
11511,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,22,NA,300,5,Invasive
11512,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,36,NA,300,5,Invasive
11513,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,2,NA,300,3,Invasive
11515,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,25,NA,250,5,Invasive
11517,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,7,NA,200,5,Invasive
11520,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,2,NA,60,20,Invasive
11528,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,7,NA,30,20,Invasive
11529,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,22,NA,30,20,Invasive
11530,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,36,NA,30,20,Invasive
11534,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,19,NA,20,25,Invasive
11535,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,25,NA,20,25,Invasive
11536,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,14,cool season grass,18,100,Seeded
11538,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,2,cool season grass,17,150,Seeded
11540,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,14,NA,15,20,Invasive
11543,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,2,cool season grass,13,100,Seeded
11547,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Warm,16,NA,10,20,Invasive
11553,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,19,cool season grass,7,120,Seeded
11555,Flying M Ranch,34.835766,-111.111596,Arizona/New Mexico Mountains,358.85,10.6,5226,336.5,133.5,7/18/2018,4/24/2019,Pits,low,high,Cool,25,cool season grass,6,100,Seeded
