Code,n,perc_freq,Frequency,Plant,Plot,mix,Type
CRYPT.Preserve,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
DINE2,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ESCAM,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
FESSPP.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
MILI5,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PAMI5,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
PLJAspp.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
POBI,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNGR-2.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
UNGR_S_2.SRER,1,0.12626262626262627,0.0012626262626262627,Native recruit,Extremely dry,NA,"Native recruit, Extremely dry"
ERCI6,387,33.59375,0.3359375,Weed,Total,NA,"Weed, Total"
SCBA,325,28.211805555555557,0.2821180555555556,Weed,Total,NA,"Weed, Total"
BRRU2,193,16.75347222222222,0.1675347222222222,Weed,Total,NA,"Weed, Total"
ERLE,126,10.9375,0.109375,Weed,Total,NA,"Weed, Total"
HEHIC,91,7.899305555555555,0.07899305555555555,Weed,Total,NA,"Weed, Total"
ERCU2,59,5.121527777777778,0.051215277777777776,Weed,Total,NA,"Weed, Total"
MAPA5,57,4.947916666666666,0.04947916666666666,Weed,Total,NA,"Weed, Total"
TRTE,48,4.166666666666666,0.04166666666666666,Weed,Total,NA,"Weed, Total"
SIIR,46,3.9930555555555554,0.03993055555555555,Weed,Total,NA,"Weed, Total"
UNFO3.SRER,31,2.6909722222222223,0.026909722222222224,Weed,Total,NA,"Weed, Total"
UNFO-3.SRER,28,2.430555555555556,0.02430555555555556,Weed,Total,NA,"Weed, Total"
SATR12,27,2.34375,0.0234375,Weed,Total,NA,"Weed, Total"
UNDPF.SRER,25,2.170138888888889,0.021701388888888888,Weed,Total,NA,"Weed, Total"
UNFO4.SRER,24,2.083333333333333,0.02083333333333333,Weed,Total,NA,"Weed, Total"
UNFO2.Patagonia,22,1.9097222222222223,0.019097222222222224,Weed,Total,NA,"Weed, Total"
UNFO-4.SRER,18,1.5625,0.015625,Weed,Total,NA,"Weed, Total"
LUPSPP.SRER,16,1.3888888888888888,0.013888888888888888,Weed,Total,NA,"Weed, Total"
ONPI,16,1.3888888888888888,0.013888888888888888,Weed,Total,NA,"Weed, Total"
SIAB,15,1.3020833333333335,0.013020833333333336,Weed,Total,NA,"Weed, Total"
PLASPP.SRER,11,0.9548611111111112,0.009548611111111112,Weed,Total,NA,"Weed, Total"
SOOL,11,0.9548611111111112,0.009548611111111112,Weed,Total,NA,"Weed, Total"
UNGRS2.Patagonia,11,0.9548611111111112,0.009548611111111112,Weed,Total,NA,"Weed, Total"
SCPI3,10,0.8680555555555556,0.008680555555555556,Weed,Total,NA,"Weed, Total"
UNFO-1.SRER,9,0.78125,0.0078125,Weed,Total,NA,"Weed, Total"
UNFO_P_1.Patagonia,8,0.6944444444444444,0.006944444444444444,Weed,Total,NA,"Weed, Total"
POOL,6,0.5208333333333333,0.005208333333333332,Weed,Total,NA,"Weed, Total"
UNFO-2.SRER,6,0.5208333333333333,0.005208333333333332,Weed,Total,NA,"Weed, Total"
DeadStem,5,0.4340277777777778,0.004340277777777778,Weed,Total,NA,"Weed, Total"
Unk sp..Pleasant,4,0.3472222222222222,0.003472222222222222,Weed,Total,NA,"Weed, Total"
unk grass 1.Roosevelt,4,0.3472222222222222,0.003472222222222222,Weed,Total,NA,"Weed, Total"
UNDSF.SRER,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
UNFO1.Patagonia,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
UNFO3.Patagonia,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
UNGR.SRER,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
UNK heart.Preserve,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
Unk grass.Pleasant,3,0.26041666666666663,0.002604166666666666,Weed,Total,NA,"Weed, Total"
MEIN2,2,0.1736111111111111,0.001736111111111111,Weed,Total,NA,"Weed, Total"
UNFO-5.SRER,2,0.1736111111111111,0.001736111111111111,Weed,Total,NA,"Weed, Total"
UNFO1.SRER,2,0.1736111111111111,0.001736111111111111,Weed,Total,NA,"Weed, Total"
UNFO6.SRER,2,0.1736111111111111,0.001736111111111111,Weed,Total,NA,"Weed, Total"
Unk heart.Preserve,2,0.1736111111111111,0.001736111111111111,Weed,Total,NA,"Weed, Total"
CEME2,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
CHESPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
ERASPP.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
ERCI2.Preserve,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
ERSU,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
MOCE,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
PHYSA,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
PLANT,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
SISYM.Pleasant,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO-1.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO1A.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO5.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO6.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO_P_6.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO_S_1.SRER,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFO_S_5.SRER,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNFS.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNGR1.Patagonia,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNGRS-1.SRER,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNK brown.SCC,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
UNSFF.SRER,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
Unk bunchGrass #1.Pleasant,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
Unk forb.Pleasant,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
Unk grass 1.Roosevelt,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
Unk sp..SCC,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
unk forb.Roosevelt,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
unk grass 2.Roosevelt,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
unk grass.SCC,1,0.08680555555555555,8.680555555555555e-4,Weed,Total,NA,"Weed, Total"
ERCI6,131,36.388888888888886,0.3638888888888889,Weed,Wetter,NA,"Weed, Wetter"
SCBA,123,34.166666666666664,0.3416666666666666,Weed,Wetter,NA,"Weed, Wetter"
BRRU2,65,18.055555555555554,0.18055555555555552,Weed,Wetter,NA,"Weed, Wetter"
ERLE,54,15,0.15,Weed,Wetter,NA,"Weed, Wetter"
TRTE,48,13.333333333333334,0.13333333333333333,Weed,Wetter,NA,"Weed, Wetter"
HEHIC,43,11.944444444444445,0.11944444444444445,Weed,Wetter,NA,"Weed, Wetter"
MAPA5,39,10.833333333333334,0.10833333333333334,Weed,Wetter,NA,"Weed, Wetter"
SIIR,39,10.833333333333334,0.10833333333333334,Weed,Wetter,NA,"Weed, Wetter"
ERCU2,31,8.61111111111111,0.08611111111111111,Weed,Wetter,NA,"Weed, Wetter"
UNFO3.SRER,31,8.61111111111111,0.08611111111111111,Weed,Wetter,NA,"Weed, Wetter"
UNFO4.SRER,24,6.666666666666667,0.06666666666666667,Weed,Wetter,NA,"Weed, Wetter"
UNFO2.Patagonia,22,6.111111111111111,0.06111111111111111,Weed,Wetter,NA,"Weed, Wetter"
ONPI,12,3.3333333333333335,0.03333333333333333,Weed,Wetter,NA,"Weed, Wetter"
SATR12,11,3.0555555555555554,0.030555555555555555,Weed,Wetter,NA,"Weed, Wetter"
SCPI3,10,2.7777777777777777,0.027777777777777776,Weed,Wetter,NA,"Weed, Wetter"
SOOL,7,1.9444444444444444,0.019444444444444445,Weed,Wetter,NA,"Weed, Wetter"
PLASPP.SRER,6,1.6666666666666667,0.016666666666666666,Weed,Wetter,NA,"Weed, Wetter"
POOL,6,1.6666666666666667,0.016666666666666666,Weed,Wetter,NA,"Weed, Wetter"
SIAB,3,0.8333333333333334,0.008333333333333333,Weed,Wetter,NA,"Weed, Wetter"
UNFO1.Patagonia,3,0.8333333333333334,0.008333333333333333,Weed,Wetter,NA,"Weed, Wetter"
UNFO3.Patagonia,3,0.8333333333333334,0.008333333333333333,Weed,Wetter,NA,"Weed, Wetter"
UNK heart.Preserve,3,0.8333333333333334,0.008333333333333333,Weed,Wetter,NA,"Weed, Wetter"
MEIN2,2,0.5555555555555556,0.005555555555555556,Weed,Wetter,NA,"Weed, Wetter"
UNFO6.SRER,2,0.5555555555555556,0.005555555555555556,Weed,Wetter,NA,"Weed, Wetter"
Unk heart.Preserve,2,0.5555555555555556,0.005555555555555556,Weed,Wetter,NA,"Weed, Wetter"
CEME2,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
ERCI2.Preserve,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
ERSU,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
PHYSA,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNFO1.SRER,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNFO5.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNFO6.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNFS.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNGR1.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
UNK brown.SCC,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
Unk bunchGrass #1.Pleasant,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
Unk sp..SCC,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
unk grass.SCC,1,0.2777777777777778,0.002777777777777778,Weed,Wetter,NA,"Weed, Wetter"
ERCI6,256,32.323232323232325,0.32323232323232326,Weed,Drier,NA,"Weed, Drier"
SCBA,202,25.5050505050505,0.255050505050505,Weed,Drier,NA,"Weed, Drier"
BRRU2,128,16.161616161616163,0.16161616161616163,Weed,Drier,NA,"Weed, Drier"
ERLE,72,9.090909090909092,0.09090909090909091,Weed,Drier,NA,"Weed, Drier"
HEHIC,48,6.0606060606060606,0.06060606060606061,Weed,Drier,NA,"Weed, Drier"
ERCU2,28,3.535353535353535,0.03535353535353535,Weed,Drier,NA,"Weed, Drier"
UNFO-3.SRER,28,3.535353535353535,0.03535353535353535,Weed,Drier,NA,"Weed, Drier"
UNDPF.SRER,25,3.1565656565656566,0.03156565656565657,Weed,Drier,NA,"Weed, Drier"
MAPA5,18,2.272727272727273,0.022727272727272728,Weed,Drier,NA,"Weed, Drier"
UNFO-4.SRER,18,2.272727272727273,0.022727272727272728,Weed,Drier,NA,"Weed, Drier"
LUPSPP.SRER,16,2.0202020202020203,0.020202020202020204,Weed,Drier,NA,"Weed, Drier"
SATR12,16,2.0202020202020203,0.020202020202020204,Weed,Drier,NA,"Weed, Drier"
SIAB,12,1.5151515151515151,0.015151515151515152,Weed,Drier,NA,"Weed, Drier"
UNGRS2.Patagonia,11,1.3888888888888888,0.013888888888888888,Weed,Drier,NA,"Weed, Drier"
UNFO-1.SRER,9,1.1363636363636365,0.011363636363636364,Weed,Drier,NA,"Weed, Drier"
UNFO_P_1.Patagonia,8,1.0101010101010102,0.010101010101010102,Weed,Drier,NA,"Weed, Drier"
SIIR,7,0.8838383838383838,0.008838383838383838,Weed,Drier,NA,"Weed, Drier"
UNFO-2.SRER,6,0.7575757575757576,0.007575757575757576,Weed,Drier,NA,"Weed, Drier"
DeadStem,5,0.6313131313131313,0.006313131313131313,Weed,Drier,NA,"Weed, Drier"
PLASPP.SRER,5,0.6313131313131313,0.006313131313131313,Weed,Drier,NA,"Weed, Drier"
ONPI,4,0.5050505050505051,0.005050505050505051,Weed,Drier,NA,"Weed, Drier"
SOOL,4,0.5050505050505051,0.005050505050505051,Weed,Drier,NA,"Weed, Drier"
Unk sp..Pleasant,4,0.5050505050505051,0.005050505050505051,Weed,Drier,NA,"Weed, Drier"
unk grass 1.Roosevelt,4,0.5050505050505051,0.005050505050505051,Weed,Drier,NA,"Weed, Drier"
UNDSF.SRER,3,0.3787878787878788,0.003787878787878788,Weed,Drier,NA,"Weed, Drier"
UNGR.SRER,3,0.3787878787878788,0.003787878787878788,Weed,Drier,NA,"Weed, Drier"
Unk grass.Pleasant,3,0.3787878787878788,0.003787878787878788,Weed,Drier,NA,"Weed, Drier"
UNFO-5.SRER,2,0.25252525252525254,0.0025252525252525255,Weed,Drier,NA,"Weed, Drier"
CHESPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
ERASPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
MOCE,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
PLANT,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
SISYM.Pleasant,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO-1.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO1A.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO_P_6.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO_S_1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNFO_S_5.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNGRS-1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
UNSFF.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
Unk forb.Pleasant,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
Unk grass 1.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
unk forb.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
unk grass 2.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Drier,NA,"Weed, Drier"
SCBA,90,25,0.25,Weed,Extremely wet,NA,"Weed, Extremely wet"
ERCI6,89,24.72222222222222,0.2472222222222222,Weed,Extremely wet,NA,"Weed, Extremely wet"
MAPA5,39,10.833333333333334,0.10833333333333334,Weed,Extremely wet,NA,"Weed, Extremely wet"
SIIR,39,10.833333333333334,0.10833333333333334,Weed,Extremely wet,NA,"Weed, Extremely wet"
HEHIC,34,9.444444444444445,0.09444444444444444,Weed,Extremely wet,NA,"Weed, Extremely wet"
BRRU2,32,8.88888888888889,0.08888888888888889,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO3.SRER,31,8.61111111111111,0.08611111111111111,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO4.SRER,24,6.666666666666667,0.06666666666666667,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO2.Patagonia,22,6.111111111111111,0.06111111111111111,Weed,Extremely wet,NA,"Weed, Extremely wet"
ERLE,21,5.833333333333333,0.05833333333333333,Weed,Extremely wet,NA,"Weed, Extremely wet"
ONPI,11,3.0555555555555554,0.030555555555555555,Weed,Extremely wet,NA,"Weed, Extremely wet"
TRTE,11,3.0555555555555554,0.030555555555555555,Weed,Extremely wet,NA,"Weed, Extremely wet"
SCPI3,10,2.7777777777777777,0.027777777777777776,Weed,Extremely wet,NA,"Weed, Extremely wet"
ERCU2,7,1.9444444444444444,0.019444444444444445,Weed,Extremely wet,NA,"Weed, Extremely wet"
PLASPP.SRER,6,1.6666666666666667,0.016666666666666666,Weed,Extremely wet,NA,"Weed, Extremely wet"
SOOL,3,0.8333333333333334,0.008333333333333333,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO1.Patagonia,3,0.8333333333333334,0.008333333333333333,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO3.Patagonia,3,0.8333333333333334,0.008333333333333333,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNK heart.Preserve,3,0.8333333333333334,0.008333333333333333,Weed,Extremely wet,NA,"Weed, Extremely wet"
SATR12,2,0.5555555555555556,0.005555555555555556,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO6.SRER,2,0.5555555555555556,0.005555555555555556,Weed,Extremely wet,NA,"Weed, Extremely wet"
Unk heart.Preserve,2,0.5555555555555556,0.005555555555555556,Weed,Extremely wet,NA,"Weed, Extremely wet"
CEME2,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
MEIN2,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
PHYSA,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
SIAB,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO1.SRER,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO5.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNFO6.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNGR1.Patagonia,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
UNK brown.SCC,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
Unk bunchGrass #1.Pleasant,1,0.2777777777777778,0.002777777777777778,Weed,Extremely wet,NA,"Weed, Extremely wet"
ERCI6,139,17.55050505050505,0.1755050505050505,Weed,Extremely dry,NA,"Weed, Extremely dry"
SCBA,110,13.88888888888889,0.1388888888888889,Weed,Extremely dry,NA,"Weed, Extremely dry"
BRRU2,98,12.373737373737374,0.12373737373737374,Weed,Extremely dry,NA,"Weed, Extremely dry"
LUPSPP.SRER,16,2.0202020202020203,0.020202020202020204,Weed,Extremely dry,NA,"Weed, Extremely dry"
HEHIC,11,1.3888888888888888,0.013888888888888888,Weed,Extremely dry,NA,"Weed, Extremely dry"
MAPA5,11,1.3888888888888888,0.013888888888888888,Weed,Extremely dry,NA,"Weed, Extremely dry"
SATR12,6,0.7575757575757576,0.007575757575757576,Weed,Extremely dry,NA,"Weed, Extremely dry"
ERLE,4,0.5050505050505051,0.005050505050505051,Weed,Extremely dry,NA,"Weed, Extremely dry"
SOOL,4,0.5050505050505051,0.005050505050505051,Weed,Extremely dry,NA,"Weed, Extremely dry"
unk grass 1.Roosevelt,4,0.5050505050505051,0.005050505050505051,Weed,Extremely dry,NA,"Weed, Extremely dry"
ONPI,2,0.25252525252525254,0.0025252525252525255,Weed,Extremely dry,NA,"Weed, Extremely dry"
SIIR,2,0.25252525252525254,0.0025252525252525255,Weed,Extremely dry,NA,"Weed, Extremely dry"
PLANT,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
UNFO_S_1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
UNFO_S_5.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
Unk grass 1.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
unk forb.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
unk grass 2.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,Extremely dry,NA,"Weed, Extremely dry"
SACO6,137,42.8125,0.428125,Current mix,Total,Current,"Current mix, Total"
LUSP2,136,42.5,0.425,Current mix,Total,Current,"Current mix, Total"
ARPU9,179,34.9609375,0.349609375,Projected mix,Total,Projected,"Projected mix, Total"
SECO10,146,28.515625,0.28515625,Projected mix,Total,Projected,"Projected mix, Total"
PLOV,87,27.187499999999996,0.271875,Projected mix,Total,Projected,"Projected mix, Total"
SPAM2,67,20.9375,0.209375,Current mix,Total,Current,"Current mix, Total"
BAMU,83,16.2109375,0.162109375,Current mix,Total,Current,"Current mix, Total"
MATA2,30,15.625,0.15625,Current mix,Total,Current,"Current mix, Total"
BOCU,63,12.3046875,0.123046875,Projected mix,Total,Projected,"Projected mix, Total"
BORO2,33,10.3125,0.103125,Projected mix,Total,Projected,"Projected mix, Total"
DICA8,32,10,0.1,Current mix,Total,Current,"Current mix, Total"
AMDE4,22,6.875000000000001,0.06875,Current mix,Total,Current,"Current mix, Total"
SPCR,31,6.0546875,0.060546875,Current mix,Total,Current,"Current mix, Total"
ASTU,11,5.729166666666666,0.05729166666666666,Projected mix,Total,Projected,"Projected mix, Total"
ELEL5,11,5.729166666666666,0.05729166666666666,Current mix,Total,Current,"Current mix, Total"
POSE,11,5.729166666666666,0.05729166666666666,Current mix,Total,Current,"Current mix, Total"
BAMU,22,4.296875,0.04296875,Projected mix,Total,Projected,"Projected mix, Total"
BOAR,11,3.4375000000000004,0.034375,Projected mix,Total,Projected,"Projected mix, Total"
BOGR2,6,3.125,0.03125,Current mix,Total,Current,"Current mix, Total"
ENFA,9,2.8125,0.028125,Projected mix,Total,Projected,"Projected mix, Total"
HEMU3,1,0.5208333333333333,0.005208333333333332,Current mix,Total,Current,"Current mix, Total"
ARPU9,101,63.125,0.63125,Projected mix,Wetter,Projected,"Projected mix, Wetter"
LUSP2,58,60.416666666666664,0.6041666666666666,Current mix,Wetter,Current,"Current mix, Wetter"
SACO6,58,60.416666666666664,0.6041666666666666,Current mix,Wetter,Current,"Current mix, Wetter"
PLOV,48,50,0.5,Projected mix,Wetter,Projected,"Projected mix, Wetter"
MATA2,19,29.6875,0.296875,Current mix,Wetter,Current,"Current mix, Wetter"
SECO10,44,27.500000000000004,0.275,Projected mix,Wetter,Projected,"Projected mix, Wetter"
BAMU,38,23.75,0.2375,Current mix,Wetter,Current,"Current mix, Wetter"
SPAM2,20,20.833333333333336,0.20833333333333337,Current mix,Wetter,Current,"Current mix, Wetter"
DICA8,19,19.791666666666664,0.19791666666666663,Current mix,Wetter,Current,"Current mix, Wetter"
BORO2,17,17.708333333333336,0.17708333333333337,Projected mix,Wetter,Projected,"Projected mix, Wetter"
ELEL5,11,17.1875,0.171875,Current mix,Wetter,Current,"Current mix, Wetter"
BOAR,11,11.458333333333332,0.11458333333333331,Projected mix,Wetter,Projected,"Projected mix, Wetter"
SPCR,18,11.25,0.1125,Current mix,Wetter,Current,"Current mix, Wetter"
BOCU,16,10,0.1,Projected mix,Wetter,Projected,"Projected mix, Wetter"
BOGR2,6,9.375,0.09375,Current mix,Wetter,Current,"Current mix, Wetter"
BAMU,15,9.375,0.09375,Projected mix,Wetter,Projected,"Projected mix, Wetter"
POSE,5,7.8125,0.078125,Current mix,Wetter,Current,"Current mix, Wetter"
ENFA,6,6.25,0.0625,Projected mix,Wetter,Projected,"Projected mix, Wetter"
ASTU,3,4.6875,0.046875,Projected mix,Wetter,Projected,"Projected mix, Wetter"
AMDE4,4,4.166666666666666,0.04166666666666666,Current mix,Wetter,Current,"Current mix, Wetter"
HEMU3,1,1.5625,0.015625,Current mix,Wetter,Current,"Current mix, Wetter"
SACO6,79,35.267857142857146,0.35267857142857145,Current mix,Drier,Current,"Current mix, Drier"
LUSP2,78,34.82142857142857,0.3482142857142857,Current mix,Drier,Current,"Current mix, Drier"
SECO10,102,28.97727272727273,0.2897727272727273,Projected mix,Drier,Projected,"Projected mix, Drier"
BAMU,45,28.125,0.28125,Current mix,Drier,Current,"Current mix, Drier"
ARPU9,78,22.15909090909091,0.2215909090909091,Projected mix,Drier,Projected,"Projected mix, Drier"
SPAM2,47,20.982142857142858,0.20982142857142858,Current mix,Drier,Current,"Current mix, Drier"
PLOV,39,17.410714285714285,0.17410714285714285,Projected mix,Drier,Projected,"Projected mix, Drier"
BOCU,47,13.352272727272727,0.13352272727272727,Projected mix,Drier,Projected,"Projected mix, Drier"
MATA2,11,8.59375,0.0859375,Current mix,Drier,Current,"Current mix, Drier"
AMDE4,18,8.035714285714286,0.08035714285714286,Current mix,Drier,Current,"Current mix, Drier"
BORO2,16,7.142857142857142,0.07142857142857142,Projected mix,Drier,Projected,"Projected mix, Drier"
ASTU,8,6.25,0.0625,Projected mix,Drier,Projected,"Projected mix, Drier"
DICA8,13,5.803571428571429,0.05803571428571429,Current mix,Drier,Current,"Current mix, Drier"
POSE,6,4.6875,0.046875,Current mix,Drier,Current,"Current mix, Drier"
SPCR,13,3.6931818181818183,0.036931818181818184,Current mix,Drier,Current,"Current mix, Drier"
ENFA,3,1.3392857142857142,0.013392857142857142,Projected mix,Drier,Projected,"Projected mix, Drier"
LUSP2,42,43.75,0.4375,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
SACO6,42,43.75,0.4375,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
PLOV,32,33.33333333333333,0.33333333333333326,Projected mix,Extremely wet,Projected,"Projected mix, Extremely wet"
ARPU9,53,33.125,0.33125,Projected mix,Extremely wet,Projected,"Projected mix, Extremely wet"
ELEL5,11,17.1875,0.171875,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
BAMU,25,15.625,0.15625,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
DICA8,13,13.541666666666666,0.13541666666666666,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
MATA2,5,7.8125,0.078125,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
SPAM2,6,6.25,0.0625,Current mix,Extremely wet,Current,"Current mix, Extremely wet"
